"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Genus"
"73ddef4c71b516586e803b622be15dd0",0.0160891622607158,-0.19974166836708,3.29233118311996,-0.0606687654605258,0.951623007393726,1,"Arcanobacterium"
"a8e53bd66879cd51ecb4e7daf552accb",1371.42792289513,0.0971579343727031,0.970580744096515,0.100102886816639,0.920262643498353,1,"Gardnerella"
"5a6c87d6a4eb5e114959f6192f29b641",0.198835146618463,-1.56519855870998,3.28736087312319,-0.476126175104999,0.633984490188124,1,"Bifidobacterium"
"fd2eb1fe2266eed160a855f715f7c77e",16.5461987214046,0.80820264465922,1.69814226674118,0.475933412934948,0.634121817005499,1,"Streptococcus"
"f7447c8e079023f4f2579d8580575dd3",45664.7889729014,-0.311756238432443,0.647973301391739,-0.481125129326845,0.630427569049022,1,"Lactobacillus"
"c8364ffd28638c0516d23fb9cbe39cec",93.5858237488854,0.950597583253717,1.2573481311943,0.75603371864146,0.449628979616479,1,"Ureaplasma"
"c45a3b1ba3c7be52bf6cfd79c71d1286",3.58239987373203,1.06553929193306,1.81335914117559,0.58760521715642,0.556797308384376,1,"Aerococcus"
"65d43491988bfe557da4d86a5ba25dae",5.12326859185591,-0.454453374959935,1.50169654250375,-0.302626637337949,0.762174412148538,1,"Staphylococcus"
"70ccde8ba36f6355483b86ee336e82c2",0.324356927115975,0.630944178631639,3.07463537617693,0.205209431830635,0.837408500721363,1,"Gemella"
"4f1ddb6e7d5befadf0b9ab146d9d037b",10.139755192423,1.46971501049571,1.84838899609278,0.795132958269322,0.426536164678851,1,"Berryella"
"e673dc964cf400af5e4dbeb2991f4b11",0.103291342670846,0.507057684638592,3.2913825955973,0.154056135958444,0.877565473745265,1,"Slackia"
"35cbb315e019e0a8768d4b73862df415",0.0423037160132616,-0.242790118748319,3.29177360518434,-0.0737566272376507,0.941204039426823,1,"Collinsella"
"7fae613f7cc102eb5599d1caa6893bb9",1.01812631327108,-0.371837153641526,2.46942043980138,-0.150576689027257,0.880309651159749,1,"Ezakiella"
