baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	KO	significance
58.00490358737977	5.142603371160568	1.263078588209207	4.071483294204007	4.671471314397577e-5	0.008478720435631602	K03425	Significant
110.04099441088539	4.476132172906632	1.0837440380719459	4.130248486413798	3.623713471405157e-5	0.006923199948000379	K03707	Significant
363.4603809021024	4.752389899523713	0.8986880762675423	5.288141709035997	1.2356523733891558e-7	6.407740164860908e-5	K03760	Significant
43.649625776817466	36.42296506659351	3.2513208365733406	11.202513346846665	3.9632722448803007e-29	1.4386678248915493e-25	K04718	Significant
126.65244636283609	5.660775268433774	1.183086772507803	4.784750704662653	1.711996871268926e-6	5.649589675187456e-4	K06298	Significant
15.326224829742982	8.719013804279781	2.006521430744451	4.345337991752667	1.3906137453464415e-5	0.0033652852637383883	K06608	Significant
330.58789287430614	4.73100736632653	0.9327469407063174	5.072123166379941	3.9340162143341386e-7	1.4280478858032922e-4	K07221	Significant
334.01297738415536	4.083390351513651	0.8032967834789273	5.083289807073863	3.709530449180256e-7	1.4280478858032922e-4	K07791	Significant
65.04545084720516	6.179828798649098	1.0861362151009508	5.689736437040462	1.2723560364162062e-8	1.133400515019605e-5	K08156	Significant
145.20896501430803	4.399640626236608	1.08935094870626	4.038772474069747	5.373165279354411e-5	0.009287899982884054	K08223	Significant
442.80721025499076	4.2182481605286615	0.896516008235621	4.705156541298511	2.5367123220250703e-6	7.673554774125838e-4	K09704	Significant
96.77902297493544	8.203050721779586	1.4533898381273738	5.644081516593539	1.6606538323269035e-8	1.133400515019605e-5	K10189	Significant
103.41392096564212	5.017955085075618	1.1683371814863435	4.294954542738973	1.7472913512286515e-5	0.0037309809440941206	K10804	Significant
72.5389529972329	5.059551184051701	1.0972388163881805	4.611166783824148	4.0041510544412815e-6	0.0011180821790478348	K11732	Significant
321.32987576791453	5.425559756979754	1.0391059590975107	5.22137295958921	1.7760144722788414e-7	8.058665667965243e-5	K16091	Significant
33.58905702505724	5.551743198757508	1.2601430762811474	4.405645123362859	1.05469512007161e-5	0.002734673775614246	K18216	Significant
68.56593354148247	4.37368430727101	1.0472586018504604	4.17631738669217	2.9626637508974674e-5	0.005974705230976559	K18369	Significant
14.692133122943348	25.03938252442331	2.6303298192623012	9.51948396016961	1.7404114470194712e-21	3.1588467763403403e-18	K18939	Significant
7.25341980456144	23.777630538082757	3.2857929191525095	7.2364969805265815	4.604219115592692e-13	5.571105129867158e-10	K20486	Significant
63.75730404905095	6.835137592480193	1.2155019861077163	5.623304338948626	1.8733892810241406e-8	1.133400515019605e-5	K22477	Significant
