ASV	Domain	Phylum	Class	Order	Family	Genus	Species	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
e865f29a716e8d51f83931befa951240	d__Bacteria	p__Bacillota.57	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Erysipelotrichaceae_UCG-003	NA	63.249294062797944	2.968727974318993	0.753933938891809	3.937649999789983	8.228349537340751e-5	9.440482748755463e-4
4245fe74d6dc62e222f933d3dc8502f5	d__Bacteria	p__Bacillota.58	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Family_XI	g__Anaerococcus	NA	4.7281247568322184	2.9725813616855534	0.6238249505917569	4.765088922566786	1.8877038059460364e-6	4.1962082519675435e-5
08a0cf376add32f3f4b57ec1e82a7a27	d__Bacteria	p__Bacillota.59	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	NA	5.052896346472686	3.051809054473951	0.6353615732999097	4.803263500220221	1.561002404956976e-6	3.620846882802377e-5
4ddcfae7911092976b66d0799c96d4d7	d__Bacteria	p__Bacteroidota.18	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Incertae_Sedis	NA	6.323095514468639	3.061931555388979	0.6257179260379481	4.893469450007864	9.907369950541584e-7	2.402537213006334e-5
8f4496a6a6bdcbfbe4cdea4292d96d70	d__Bacteria	p__Bacillota.60	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Moryella	NA	5.9783211036799715	3.167364611339906	0.6371253826898409	4.971336407863397	6.64929574103567e-7	1.819179116842323e-5
9639ca37e5214345658dd3d1087b4404	d__Bacteria	p__Bacteroidota.19	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	NA	5.876177774788718	3.362885560016057	0.6418036964716735	5.2397416507626495	1.6080155404442998e-7	5.19925024743657e-6
e617358af0b4a2029693b6d525a121d5	d__Bacteria	p__Bacillota.61	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Family_XI	g__Parvimonas	NA	7.970158327108301	3.5119394901197727	0.6889602438333187	5.0974486867045155	3.442616903665018e-7	1.0202334875611737e-5
46e9544e9c5e7ed6d90a7b50a8a9c990	d__Bacteria	p__Bacillota.62	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Family_XI	g__Anaerococcus	NA	33.753662747421586	3.549256582839211	0.7461883725704005	4.756515530539643	1.969630927727811e-6	4.2889718365011725e-5
b452284fca181520c11d087351ff43df	d__Bacteria	p__Bacteroidota.20	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	NA	8.56240624823786	3.6725427233055337	0.6611078782403355	5.55513380521301	2.7739918366056656e-8	1.138403572945479e-6
74d852d0838dc88b0c653a7955770ed3	d__Bacteria	p__Actinomycetota.4	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Varibaculum	NA	7.504641143594999	3.6737646476096395	0.657270498858502	5.5894257447884215	2.27821760771662e-8	9.723432749734533e-7
973ca62579b1246f54829278d51475ea	d__Bacteria	p__Bacillota.63	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__[Eubacterium]_xylanophilum_group	NA	8.206095103386005	3.675848140006266	0.6357040333145679	5.782326282940747	7.367463369780726e-9	4.3672685641977973e-7
e4ef1c7b616eb842c0ff7a327e83bd76	d__Bacteria	p__Bacteroidota.21	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	NA	NA	8.868964949334046	4.000317126409195	0.6619523102863856	6.04321046130726	1.5107737281717702e-9	1.151425405685199e-7
6eaef2dd2e8097421a196c104a2b76c8	d__Bacteria	p__Bacillota.64	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	NA	12.17210099797607	4.032267823793428	0.7165840906585349	5.627068583238859	1.8329786359192984e-8	8.149117518857882e-7
edf42f357f8934fc004c334c5c7b5e6e	d__Bacteria	p__Bacteroidota.22	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Paraprevotella	NA	33.28156689676535	4.14112189136869	0.7480552378543137	5.535850404907114	3.0972184321480417e-8	1.2239748396673929e-6
b4bb370a59f2637d406ccc0f5a1b2a1e	d__Bacteria	p__Pseudomonadota.6	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Morganella	NA	10.250553980989032	4.151019688130645	0.6866134483181833	6.045642855231438	1.4881542283716454e-9	1.151425405685199e-7
d380b9ae91e3875a70ff329e4889cb72	d__Bacteria	p__Bacillota.65	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	NA	12.235083132098795	4.370073955315131	0.699017050241686	6.251741575980403	4.0590063845738645e-10	3.9372361930366487e-8
6d7f932303cb8ce3b13ec6d15b25682e	d__Bacteria	p__Bacillota.66	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Megasphaera	NA	21.96580004019351	4.398545150770998	0.7692923500457867	5.717650969113635	1.080067046027155e-8	5.238325173231701e-7
315ca0a729f126b941ba111a16d4d97a	d__Bacteria	p__Actinomycetota.5	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	NA	33.97441858310239	4.607766231803251	0.7403250102651067	6.223977534074167	4.847065166928874e-10	4.309848777594258e-8
9a76c2c2904fcae623e236b6818a712e	d__Bacteria	p__Bacteroidota.23	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	NA	13.828909358819626	4.6710564087187585	0.7186408675839954	6.499848003944476	8.040120419341611e-11	1.2255440696339283e-8
49f7701312ac7878e8c245d65760c2cf	d__Bacteria	p__Bacteroidota.24	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	NA	28.97744172383148	4.703172241482861	0.7284028080136838	6.456828817434359	1.0691972149186023e-10	1.426041785397686e-8
0df6c802966e8670279671824da4f10a	d__Bacteria	p__Bacillota.67	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA	14.227062805570213	4.713664288836512	0.697067985300657	6.762129933141931	1.3597766763677684e-11	2.9017634273688178e-9
8343cf4c26bb977e05e4d9c5125441ef	d__Bacteria	p__Bacteroidota.25	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	NA	91.79339901684807	6.857684629059617	0.8517112639223935	8.051654263063119	8.168237664582073e-16	4.357754794054536e-13
