ASV	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Domain	Phylum	Class	Order	Family	Genus	Species	abslogFC	logFC_padj
9a76c2c2904fcae623e236b6818a712e	13.828909358819626	4.606321961800752	0.8714517639640736	5.285802556469037	1.251548285712971e-7	7.1576642435298954e-6	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	NA	4.606321961800752	643550.997235529
efa1af4386010f7d05e16a663f32f792	8.900289757868043	3.3220031902765137	0.8393216996130181	3.9579617586536524	7.559205619519982e-5	0.001763175865238478	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Mogibacterium	NA	3.3220031902765137	1884.1020092043948
cc7231cc6b5f4d5717e1ce0b1fb78d11	12.4452115535613	2.8259082005107277	0.8119831258725685	3.4802548359289696	5.009370572505743e-4	0.007791031972363404	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Mogibacterium	NA	2.8259082005107277	362.7129513182437
c3337d877a02fb500fc37be8aa4fd234	7.214586155355135	-2.060842680926535	0.6710021716475543	-3.0712906276687857	0.0021313558372674343	0.021878276585967426	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Family_XIII_AD3011_group	NA	2.060842680926535	94.19584183556512
cf0e29b1acfd7c9cc92b326cbfc88908	3.0707351085130363	2.075384514620109	0.6622399162857737	3.133886169622742	0.0017250776199027582	0.018498376977707256	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Eubacterium	NA	2.075384514620109	112.19278951451763
a78f5a615f91a760ffc238c7c4ce3056	3.4877523734192715	2.445709586744853	0.6719563087876219	3.6396854300803096	2.729713075192795e-4	0.005122477192666479	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptococcales	f__Peptococcaceae	g__Peptococcus	NA	2.445709586744853	477.4466522264302
94928715987dcb9638dd5c0e8f9b20f4	4.34216956511159	2.759844616892553	0.706951926404279	3.9038646247556903	9.466874743082716e-5	0.002105503067859693	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__Christensenellaceae_R-7_group	NA	2.759844616892553	1310.7768205239508
90af3675c266d09bb7986147ac5885ec	5.491575398517704	-3.288294346797192	0.6696077841649162	-4.910776762994328	9.071631775248426e-7	3.6316765873577864e-5	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__Incertae_Sedis	NA	3.288294346797192	90544.80121506576
454ff5fa8a3c6b293cea935aeb9cfb8e	3.2908254980903116	2.3478067858661906	0.679569297823373	3.454845287134219	5.506086794465888e-4	0.007967241253197026	d__Bacteria	p__Bacillota	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	NA	2.3478067858661906	294.6825270195104
9580aa8a52ec18a4e92e701cdb595faa	2.5545500456399854	-3.1701886687171514	0.5085200893016637	-6.234146369852727	4.5424821247930245e-10	7.793601474109176e-8	d__Bacteria	p__Bacillota	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	NA	3.1701886687171514	40676812.629548915
