row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Domain	Phylum	Class	Order	Family	Genus	Species
92046b62c32c7844bc7e53f3094d7a98	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Thermodesulfobacteriota	c__Incertae_Sedis	o__Incertae_Sedis	f__Incertae_Sedis	g__Incertae_Sedis	NA
795c00308bc107978d870eb029091b2f	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__MBNT15	c__Incertae_Sedis	o__Incertae_Sedis	f__Incertae_Sedis	g__Incertae_Sedis	NA
a6835ee7fc97773c805e48c5e8ba3fae	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	NA
d0d02f9ef4d7b00ae2480eff7b6bc314	1.1917808219178083	-8.283069961296242e-8	0.5277769639622572	-1.5694262021425757e-7	0.9999998747779064	0.9999999999999999	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadia	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Incertae_Sedis	NA
07f7a53f8a49890a6938be8e5f997f42	1.3287671232876712	-1.6506721345245963e-7	0.5963694677954753	-2.7678682824364406e-7	0.9999997791560631	0.9999999999999999	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadia	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	NA
239945043a7bf81915359c009bc05289	1.1506849315068493	-6.564103670259687e-8	0.5218593587622007	-1.2578300187677192e-7	0.9999998996396848	0.9999999999999999	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadia	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	NA
0df71a4bb1d9fdb124e1516c2c99b1df	1.1369863013698631	-6.003859340531792e-8	0.5206522344418955	-1.1531419522222026e-7	0.999999907992584	0.9999999999999999	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadia	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Incertae_Sedis	NA
ee2315846979ff05c0759ac025d4f7a8	1.082191780821918	-3.725037375073774e-8	0.5176973198883101	-7.19539629039885e-8	0.9999999425890439	0.9999999999999999	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadia	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Incertae_Sedis	NA
07c881edda2e47c4993e3ef18690a278	1.082191780821918	0.33441895563880664	0.4992834951781326	0.6697977378953691	0.5029867358155204	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	NA	NA
b579963a73221af76d2cd1095de5d27b	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Rhodanobacteraceae	g__Rudaea	NA
a96ffc478885074f3149a409a56635b2	1.2328767123287672	-1.0170949729152073e-7	0.5386555783898356	-1.8882102287987739e-7	0.9999998493426211	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Lysobacteraceae	g__Incertae_Sedis	NA
649f026cd615015b1c0f8e760d309122	1.1232876712328768	-5.4425124899479254e-8	0.5196850065476464	-1.0472714089066064e-7	0.9999999164398312	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Lysobacteraceae	g__Luteimonas	NA
c5cee77da0b9051f359bd257c0308cac	1.178082191780822	-8.240817136084683e-8	0.5435220890195585	-1.516188081877228e-7	0.9999998790256939	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Rhodanobacteraceae	g__Ahniella	NA
4804669ff00c7ec682696fdd03d60923	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Lysobacteraceae	g__Arenimonas	NA
ff9d93d7b7e46787568f2d241caeaf3b	1.1643835616438356	0.3344189164172481	0.5034370275182118	0.6642715933427255	0.5065164987217147	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA
3f4ed624f5d48912e38e325830488c41	1.2876712328767124	-1.4601147849036814e-7	0.591662353870474	-2.4678176249546004e-7	0.9999998030966418	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__R7C24	f__Incertae_Sedis	g__Incertae_Sedis	NA
ade04fd51fe2a7ea6a5de7be6c690573	1.1095890410958904	-4.877033323263625e-8	0.5188969425184775	-9.398847677908524e-8	0.9999999250080455	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__JG36-TzT-191	f__Incertae_Sedis	g__Incertae_Sedis	NA
1f45933646ae2b2dc3a03d83d865ec78	1.082191780821918	-3.725037375073774e-8	0.5176973198883101	-7.19539629039885e-8	0.9999999425890439	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Gammaproteobacteria_Incertae_Sedis	f__Unknown_Family	g__Acidibacter	NA
